"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"9806"	"NAPB"	-5.26445953022277	6.02445791506323	-149.011076825263	7.05294954593404e-19	2.11096117805909e-16
"15137"	"TMOD2"	-5.02796747775863	4.41807908866841	-148.955333641731	7.05758620149968e-19	2.11096117805909e-16
"14638"	"TCEAL5"	-6.47321912277424	3.58644672487882	-148.562529706095	7.42746006858007e-19	2.18328908119348e-16
"13685"	"SLC6A1"	-7.01589265978008	3.90857889696628	-148.255865741316	7.6716207041585e-19	2.21683832856268e-16
"6882"	"IGJ"	8.36203787984408	5.02263624179087	148.310620861218	7.87408311232373e-19	2.23742071636679e-16
"3421"	"CRTAM"	-5.52731759776548	3.08116275905239	-146.926197483465	8.19186666120581e-19	2.28955958535898e-16
"7275"	"KCNJ9"	-6.21124191496691	3.45086585963496	-145.799454463652	8.97518390034484e-19	2.46786383675946e-16
"14165"	"SRRM4"	-5.06020789552659	2.90328897049519	-145.258305312988	9.15734222730953e-19	2.46786383675946e-16
"13972"	"SOX2-OT"	-5.86770166987547	4.27931977943698	-145.267818008598	9.26407915728814e-19	2.46786383675946e-16
"3189"	"CNTNAP4"	-4.95706007674473	3.40837946496646	-144.729980362272	9.49656568072807e-19	2.49087612754974e-16
"2267"	"CAMK2B"	-6.98556724120186	4.55957983896554	-145.005348367563	9.64327928268201e-19	2.49103437106736e-16
"9966"	"NEFM"	-7.34661164974252	5.11955923295301	-144.736757898764	9.90589557602455e-19	2.5058985336242e-16
"10277"	"NRXN3"	-5.88773382789268	3.63205149544005	-144.210544686864	9.99478563472612e-19	2.5058985336242e-16
"6140"	"GRM3"	-5.46135237143934	3.0510326660883	-143.751234132106	1.02589627931141e-18	2.53485589362033e-16
"7129"	"ITGB7"	7.70887362043184	5.26608073305394	144.017983285761	1.05129918316742e-18	2.56051425340304e-16
"2323"	"CARTPT"	-4.98613080632196	2.78338259712955	-142.905333317542	1.08326260436899e-18	2.58451210056283e-16
"13474"	"SLC1A3"	-5.8538768025249	5.94569356764584	-142.9804813283	1.09147088533359e-18	2.58451210056283e-16
"11490"	"PPFIA2"	-4.96857616768834	3.08807566732785	-142.353777806422	1.12723027639082e-18	2.63262314824481e-16
"12226"	"RBFOX1"	-6.33968995622478	3.82915661800551	-142.016034197881	1.18093014359361e-18	2.72076729974695e-16
"7809"	"LIN28A"	6.17296392319121	3.75561647816702	141.142020839596	1.25491122891084e-18	2.85266420556012e-16
"321"	"AFP"	8.73770329881443	5.36802234851271	141.416947112822	1.29971543886259e-18	2.91563796278529e-16
"2919"	"CHGA"	-7.26784362976742	4.23705867244964	-140.034540795716	1.39173090865716e-18	3.08150912489557e-16
"6513"	"HJURP"	5.12280869041287	3.24100454267506	138.764537694534	1.4710501816184e-18	3.17581735769734e-16
"6114"	"GRIA3"	-5.36339534457611	3.06445701789436	-138.805237651261	1.47157939619972e-18	3.17581735769734e-16
"1834"	"C1QB"	-6.55436342004839	3.56746758468636	-138.599757383247	1.52556403389686e-18	3.25116765173844e-16
"8901"	"MAP2"	-6.68388927579087	4.78835376524901	-137.956155864541	1.60494440178478e-18	3.37619576765786e-16
"2795"	"CELF3"	-5.04838888503049	3.02315791977707	-137.432337392895	1.62383748576424e-18	3.37619576765786e-16
"13016"	"SCN2B"	-6.37938695654903	3.54901739653831	-135.452521184848	1.92823727523041e-18	3.95273937896157e-16
"10275"	"NRXN1"	-6.08424363787243	3.62085765210135	-135.250841994012	1.94750488493619e-18	3.95273937896157e-16
"14239"	"ST8SIA3"	-4.93809094492885	2.91064370786657	-134.47336632988	2.03106574754201e-18	4.02521326225221e-16
"5590"	"GABRG2"	-6.26749958606674	3.85595021981587	-134.534795312946	2.06437175577721e-18	4.02521326225221e-16
"4079"	"DNM3"	-6.0305207372919	3.71629190198065	-134.175125928307	2.11319282342271e-18	4.02521326225221e-16
"14440"	"SYN2"	-6.86167208670093	4.39744750141066	-134.349848019412	2.11856859228244e-18	4.02521326225221e-16
"5574"	"GABBR2"	-5.74136072922148	3.91637147179005	-134.017933804665	2.12838423458775e-18	4.02521326225221e-16
"3039"	"CLCN4"	-4.77636992927367	3.78378197331175	-133.667424069432	2.15719836280269e-18	4.02521326225221e-16
"11925"	"PTPN5"	-5.77180144759918	3.30728946955322	-133.631340240111	2.1940617710769e-18	4.02521326225221e-16
"2944"	"CHN1"	-5.85490894442942	6.8530728223133	-133.646719373387	2.19452383946606e-18	4.02521326225221e-16
"14216"	"ST18"	-4.93080046891061	2.78377778360272	-133.447593347577	2.19830749903187e-18	4.02521326225221e-16
"396"	"AK5"	-5.74701084384486	4.74894132616002	-133.478315076848	2.21930932401729e-18	4.02521326225221e-16
"3137"	"CNDP1"	-6.69032898475333	3.83192845150494	-133.53424005419	2.24848364140764e-18	4.03519974761671e-16
"11618"	"PRAME"	7.62317824594379	4.60745187915249	133.381968656052	2.32068643814994e-18	4.1213940712519e-16
"7133"	"ITIH2"	5.38904796325891	4.61679503121985	132.666037076774	2.35070167222819e-18	4.13166111441426e-16
"14469"	"SYT13"	-5.08294836011253	3.87223477131195	-132.123811348486	2.44190091425902e-18	4.24816007012265e-16
"4681"	"ERMN"	-6.99368826172658	4.20836900620474	-132.382504750547	2.47462507176668e-18	4.25944876393564e-16
"13232"	"SEZ6L"	-4.90712979090283	3.82735625938691	-131.803612379501	2.49835694992999e-18	4.25944876393564e-16
"15649"	"TYR"	6.1772699282914	3.77207859786995	131.757838718703	2.55724428624117e-18	4.31667899367581e-16
"13438"	"SLC12A5"	-6.74373702528127	4.10225812489772	-130.633070670258	2.82517804567316e-18	4.72220200987076e-16
"9851"	"NCALD"	-4.48365035154387	4.79546453075081	-130.052756200664	2.85563066581735e-18	4.72676186616699e-16
"7245"	"KCND2"	-5.24146819134411	3.09854321468939	-129.486652348805	3.01475903938457e-18	4.94217565985265e-16
"3179"	"CNTN1"	-5.49850511442377	4.70008104830281	-129.19939914569	3.09655091285374e-18	5.02791395364223e-16
"12420"	"RHAG"	6.16766997677498	3.72878522518288	129.07665941665	3.16274841809428e-18	5.08695262076315e-16
"15307"	"TPX2"	5.09256701756219	4.57291260298372	128.579550688963	3.23556636177945e-18	5.14628699062233e-16
"5243"	"FGA"	6.39685469348409	3.88246984825491	128.752708432507	3.2600093553124e-18	5.14628699062233e-16
"10001"	"NEUROD6"	-4.65879468057455	2.62486061823832	-127.347717788816	3.55566385218508e-18	5.55511327057138e-16
"15714"	"UBE2QL1"	-4.77529771300061	3.49342933579895	-127.265550551805	3.58415425985601e-18	5.55511327057138e-16
"9380"	"MOG"	-7.4559932193762	4.18729196477527	-127.53529448568	3.67622982083099e-18	5.64649028967095e-16
"11065"	"PHYHIP"	-7.71277231778204	5.04886960609508	-127.494688306289	3.70936491552499e-18	5.64651450399871e-16
"525"	"AMPH"	-5.88131462918507	4.03025077653863	-126.615926516027	3.84003088180788e-18	5.79368907114535e-16
"9800"	"NAP1L2"	-5.2975861130066	4.66540092099479	-126.184786778351	3.94138052625942e-18	5.85563800667062e-16
"439"	"ALB"	9.16409385096554	5.9608136953706	127.133302979254	3.94978222046525e-18	5.85563800667062e-16
"5273"	"FGG"	6.72782365598856	4.07537082516779	126.213763549271	4.03205232551544e-18	5.89848472653017e-16
"1463"	"BUB1"	5.37051681130655	3.50642076016565	125.872924944406	4.04787795767511e-18	5.89848472653017e-16
"4701"	"ESRG"	5.0742922110087	3.26823192385587	125.554065246809	4.13829597537186e-18	5.97913627831481e-16
"13668"	"SLC4A10"	-5.42684778358913	3.37638109779556	-125.435579550841	4.19980352469078e-18	6.01701262961791e-16
"5661"	"GAP43"	-5.87256140805636	6.03056067129845	-125.397779164558	4.24327990163529e-18	6.02863992024834e-16
"6306"	"HBB"	-8.22220727541875	4.44631021860421	-125.735312201363	4.33253109442938e-18	6.1045721180931e-16
"4168"	"DSCAM-AS1"	6.39982732265932	3.89158401678903	124.775945472711	4.51020678070469e-18	6.27106281601017e-16
"2231"	"CACNG2"	-4.65520832432181	2.63249240568908	-124.415770259978	4.5242578823934e-18	6.27106281601017e-16
"3646"	"CYP46A1"	-5.66816804933896	3.42875778945801	-124.179524046222	4.67822834643318e-18	6.37880710166037e-16
"1098"	"ATP6V1G2"	-7.36206034436533	5.62477973890506	-124.542501030678	4.69025632429089e-18	6.37880710166037e-16
"1464"	"BUB1B"	4.84461691310637	3.31788757662328	123.947867683126	4.71423364894836e-18	6.37880710166037e-16
"3900"	"DHRS2"	7.21540357951502	4.7912631598655	124.179980285062	4.81858099366754e-18	6.4397019713064e-16
"10081"	"NKAIN2"	-4.99046945642387	2.8727410601536	-123.667210078878	4.83478123248999e-18	6.4397019713064e-16
"2930"	"CHL1"	-5.47341813433628	3.44491971964809	-123.611660350752	4.89035507562495e-18	6.4632297429713e-16
"1022"	"ATL1"	-4.67033142220995	4.3635260548677	-123.285772084292	4.97288390457454e-18	6.52174597608394e-16
"16656"	"ZNF365"	-5.41825251132555	3.90728661097264	-123.220045579071	5.04931990538497e-18	6.57143931808461e-16
"5256"	"FGF14"	-4.69160762040386	2.81300845265238	-122.939857841584	5.120737810782e-18	6.57919040468252e-16
"11770"	"PRSS1"	5.38758786245778	3.34114134058366	123.020226374552	5.13245541570048e-18	6.57919040468252e-16
"1836"	"C1QC"	-6.02404092748893	3.31427740629168	-122.897345676223	5.24005395290864e-18	6.66699103307011e-16
"730"	"APOH"	7.70507234241659	4.5402018546387	123.183668480065	5.29375619546273e-18	6.67794408148456e-16
"2956"	"CHRM1"	-5.09776572864073	2.94483050663216	-122.530132168631	5.32700096827908e-18	6.67794408148456e-16
"4217"	"DUSP26"	-5.83947976297398	3.53834017608927	-122.542683159119	5.38179403694577e-18	6.69738733838602e-16
"2244"	"CADPS"	-4.99487767652236	3.9886065617953	-121.920803282105	5.60138707957451e-18	6.92014842896129e-16
"8778"	"LYNX1"	-5.63568406407733	4.39301253614517	-121.704450767821	5.75837741667757e-18	7.0325013347898e-16
"9202"	"MFSD4"	-5.30214393165353	3.57506713703065	-121.498214201403	5.83055191430509e-18	7.0325013347898e-16
"9672"	"MYB"	5.22674819585791	3.42104786120325	121.395053477632	5.87570380897471e-18	7.0325013347898e-16
"14745"	"TFPI2"	6.76102009124249	4.35008906340754	121.607365206287	5.92719284375631e-18	7.0325013347898e-16
"5897"	"GNAO1"	-6.0314342914145	5.17929929808384	-121.435587189573	5.93126413916948e-18	7.0325013347898e-16
"3351"	"CPS1"	5.19475347473941	4.61807138732231	121.262521019613	5.93982164472832e-18	7.0325013347898e-16
"7029"	"IPCEF1"	-4.95383220244079	2.96123292435205	-120.989565936997	6.06059118035885e-18	7.12600131268538e-16
"15809"	"UNC13C"	-4.9241910709116	3.27180844024019	-120.564012568387	6.28323608276948e-18	7.33718438185869e-16
"5685"	"GATM"	-5.14228845399924	4.78079739467781	-120.350307159583	6.41775624389284e-18	7.44328749674348e-16
"14439"	"SYN1"	-6.80437912191488	4.93958101502362	-120.529868123637	6.50450918110439e-18	7.4929308803141e-16
"7229"	"KCNA1"	-4.84622162616997	2.76905394549961	-119.881649930562	6.65686167253875e-18	7.61696876879954e-16
"14204"	"SST"	-5.86422391682345	3.28217083799696	-119.875357447448	6.7604318769982e-18	7.68390687139615e-16
"505"	"AMBP"	7.66394633578104	4.62947893815648	120.123368789218	6.86094946288718e-18	7.74651174786513e-16
"6311"	"HBG1"	9.0002865669774	5.85668320099325	120.205935183212	7.02468755521313e-18	7.87920382426504e-16
"4305"	"EDIL3"	-5.78034613447756	4.29325821252083	-119.218130652253	7.14588717811011e-18	7.95711817474024e-16
"1431"	"BSN"	-5.05378751447239	3.30688805491402	-119.025987459845	7.18749603443015e-18	7.95711817474024e-16
"3146"	"CNKSR2"	-4.87716549166206	3.95562557800544	-118.721395081669	7.3641236390015e-18	8.10006089815074e-16
"14316"	"STMN4"	-7.91293623169489	4.35339535819563	-118.827730562211	7.71840590832882e-18	8.43532707250628e-16
"4857"	"FAM123A"	-5.42622122417761	3.16487732803523	-118.070181593452	7.85373916022955e-18	8.47898623691819e-16
"9295"	"MKI67"	5.19901972601098	3.29497545722925	118.026724696565	7.8578205491998e-18	8.47898623691819e-16
"6071"	"GPRC5B"	-4.56088345309425	6.51008150745452	-117.169965613533	8.40761634926063e-18	9.01518560619777e-16
"4522"	"ENPP2"	-4.52096541742845	5.2549548123184	-117.061461982452	8.48513125348673e-18	9.04143767129345e-16
"12473"	"RIMS1"	-5.8734357869301	3.35932949565873	-117.156156057359	8.57270183189481e-18	9.04368579501729e-16
"2259"	"CALN1"	-5.22766712434385	3.08166722885288	-117.008945150163	8.59768678085021e-18	9.04368579501729e-16
"4811"	"FAIM2"	-8.28927600720763	5.01070830036991	-117.587918220629	8.67710412208468e-18	9.04368579501729e-16
"7265"	"KCNJ10"	-4.85019119292971	3.95894458510711	-116.706856419656	8.78741727351466e-18	9.04368579501729e-16
"3171"	"CNR1"	-4.69639485616	2.87984551218519	-116.669046706049	8.8013102758815e-18	9.04368579501729e-16
"1336"	"BIRC5"	5.66277027246026	3.78757379114919	116.813412053835	8.80551259295484e-18	9.04368579501729e-16
"8836"	"MAGEA3"	5.41849960451727	3.34179384565485	116.50549586365	9.01479283165278e-18	9.20318580759571e-16
"10311"	"NTM"	-5.75202966990931	4.01319569088959	-116.388386302919	9.1572428330232e-18	9.29296625358408e-16
"3746"	"DCT"	6.74271290961326	4.72265884256893	116.148224707737	9.52845254661916e-18	9.61246079688225e-16
"16463"	"ZIC4"	-5.6854305349434	3.59661018651218	-115.388819882942	1.0000811864737e-17	9.99375759246939e-16
"11795"	"PSD2"	-5.72528286556764	3.37988981408958	-115.370655691396	1.00236526970043e-17	9.99375759246939e-16
"10798"	"PCLO"	-4.10109846406907	2.81875898816901	-114.896116854825	1.0254770083447e-17	1.01647427414354e-15
"5125"	"FAT2"	-5.85528262496606	3.33708799867837	-115.030173881456	1.03573625192746e-17	1.02070909590238e-15
"7626"	"KRT18"	6.64503917239959	7.23393504869884	114.918002520676	1.06170606113866e-17	1.04028888714673e-15
"685"	"APBA1"	-5.12845436666731	3.34524079401712	-114.564311025858	1.06815796451474e-17	1.04063000782925e-15
"15686"	"UBE2C"	7.1167695777108	4.44604647471958	114.67147242768	1.09615259598768e-17	1.05963660083255e-15
"7491"	"KIF20A"	5.19362093474497	3.31576269095904	114.248282052839	1.10009782595673e-17	1.05963660083255e-15
"10146"	"NOL4"	-4.2475426455205	2.46130352609857	-113.761104255457	1.13770424388734e-17	1.0897033513503e-15
"9854"	"NCAN"	-5.30428763943253	3.03446675548943	-113.780174926022	1.14961965965938e-17	1.09496455740406e-15
"3976"	"DLGAP1"	-5.7157828560636	4.13529530816794	-113.783204844934	1.1566353255311e-17	1.09552642583221e-15
"16034"	"VSNL1"	-6.58050526214697	6.99464640800662	-113.79255021624	1.17397384458543e-17	1.10099769019795e-15
"10624"	"PAK7"	-4.42877807528039	2.54347244575245	-113.421636466164	1.17532746563451e-17	1.10099769019795e-15
"2945"	"CHN2"	-4.30500841891938	5.05474746633952	-113.064822520643	1.21289090670341e-17	1.12384597121781e-15
"9310"	"MLC1"	-5.77876985298691	4.00418988107271	-113.27329464616	1.21290198078525e-17	1.12384597121781e-15
"9965"	"NEFL"	-6.76033358882247	5.44976401077579	-113.188046037945	1.24494008028951e-17	1.14729640155977e-15
"1716"	"C18orf42"	-3.99568791887791	2.30332996369625	-112.653625022725	1.2564187326336e-17	1.15164962218657e-15
"1047"	"ATP1B2"	-6.19287085306658	5.62564999262794	-112.711856289322	1.28619942909633e-17	1.17264246345793e-15
"409"	"AKAP6"	-4.43463133672247	3.43301218006675	-112.071570358601	1.33036830104302e-17	1.20646006194055e-15
"3512"	"CTNNA2"	-4.80136338951976	3.97395364764155	-111.971290439246	1.34798095935774e-17	1.21314671382252e-15
"9533"	"MRVI1"	-4.26021893430033	2.85806028073807	-111.88014660945	1.35197299329157e-17	1.21314671382252e-15
"2909"	"CHD5"	-4.91428906669693	3.07970119243634	-111.840323650731	1.3662482740389e-17	1.21361261330236e-15
"10451"	"OLFM3"	-4.9150590647372	2.77666974824458	-111.836622592602	1.36672896799843e-17	1.21361261330236e-15
"7306"	"KCNT1"	-5.03308916238805	2.9688395389993	-111.691407990641	1.38729151689554e-17	1.22548876018405e-15
"13018"	"SCN3B"	-5.60442161262749	3.37953313994591	-111.608867427178	1.40956188612318e-17	1.23575875633024e-15
"2363"	"CBLN2"	-4.27542086045869	2.95413269698304	-111.401833438722	1.41341402712415e-17	1.23575875633024e-15
"14055"	"SPHKAP"	-4.93360620069704	2.76288211464103	-111.358952670054	1.42892272509455e-17	1.24294405817025e-15
"166"	"ACSL6"	-5.39812617431159	3.55639696308342	-111.274108375809	1.44942499903873e-17	1.25437801058941e-15
"6764"	"HTR5A"	-4.43697216727862	2.64481583895821	-111.02482480798	1.46599602249867e-17	1.26231142361514e-15
"2515"	"CCK"	-7.3433437049299	4.64038695137095	-111.426402795591	1.48229204416817e-17	1.26992950055392e-15
"12285"	"RCAN2"	-4.52941659389719	5.38431825818453	-110.678531055994	1.51551209138707e-17	1.29189828230291e-15
"10814"	"PCP4L1"	-5.23793737303683	3.25576672495235	-110.55069461912	1.54697885458471e-17	1.31216131800074e-15
"14080"	"SPOCK3"	-6.53792168172528	3.79431286239537	-110.666572184258	1.56465742526257e-17	1.32058635857928e-15
"6872"	"IGFBP3"	4.53740915002075	6.5593705806116	110.134635381149	1.59486006090952e-17	1.33944675755894e-15
"3980"	"DLGAP5"	5.12056093845619	3.22079047107344	109.815267214033	1.65486689176478e-17	1.38303066851459e-15
"12854"	"RUNDC3A"	-7.56590518804635	4.66264546119538	-110.074365037579	1.69000364419172e-17	1.40550595755242e-15
"4186"	"DTL"	4.57077069244002	3.07993835872407	109.249468976798	1.73427420731927e-17	1.43532237672749e-15
"11323"	"PMP2"	-6.5362493716111	3.97375806084599	-109.360084594389	1.76908777751929e-17	1.45706171589016e-15
"7508"	"KIF5A"	-7.12901556549714	5.74310621144506	-109.222315104012	1.81417360065888e-17	1.48701181334775e-15
"9023"	"MBP"	-8.38866776074428	9.09639137766876	-109.206419716888	1.86870987010247e-17	1.52438442944388e-15
"9424"	"MPPED1"	-5.05861221219517	3.11465580098595	-108.425991890567	1.88622235608612e-17	1.53134309280534e-15
"4445"	"ELAVL4"	-5.66880404486505	3.14800859147145	-108.238531048369	1.93760845523738e-17	1.56560599778872e-15
"11574"	"PPP2R2B"	-5.19049820029182	4.47721822819685	-107.811047326615	2.00406942181684e-17	1.60495814243718e-15
"9579"	"MT3"	-9.58005498820732	6.00385666848909	-108.735782037083	2.00918336467004e-17	1.60495814243718e-15
"1054"	"ATP2B3"	-4.97117940886165	2.80363441229984	-107.655000473023	2.02841457040284e-17	1.60495814243718e-15
"9902"	"NDRG4"	-7.51834104702473	5.947372691172	-108.12558769021	2.03080419868253e-17	1.60495814243718e-15
"14639"	"TCEAL6"	-5.94840163168627	3.38168906009006	-107.783869019269	2.03338001505326e-17	1.60495814243718e-15
"10126"	"NMNAT2"	-5.7982598383328	4.18020105291152	-107.651021781149	2.05419317637174e-17	1.61391426101207e-15
"12417"	"RGS7BP"	-5.05510831866286	2.87985318403855	-107.172585511349	2.12715407396585e-17	1.66357109206623e-15
"1314"	"BEX5"	-4.91432629066993	4.87619404847918	-106.816605914122	2.19768278058356e-17	1.71088099206252e-15
"11012"	"PHACTR3"	-6.07267054150192	3.49142819028386	-106.810576121797	2.2382972200846e-17	1.73457860478283e-15
"3396"	"CRHR1"	-4.14701516906702	2.46720221454853	-106.333796523075	2.28532710125788e-17	1.76301093888442e-15
"14461"	"SYP"	-7.01894150725907	6.06760064278677	-106.483700621911	2.35358653497934e-17	1.80366691015412e-15
"6068"	"GPRASP1"	-5.01836560980432	4.05518978608568	-106.076042234723	2.36474242337345e-17	1.80366691015412e-15
"5530"	"FUT9"	-4.38692442426709	2.84332857089999	-105.982399063605	2.36976589755718e-17	1.80366691015412e-15
"8838"	"MAGEA6"	5.37976647344407	3.32044927448269	106.052633961697	2.38206618231703e-17	1.80497094854769e-15
"1205"	"BAI3"	-4.69772558366561	2.97823567472459	-105.877191786403	2.40181501106215e-17	1.81188248334507e-15
"1788"	"C1orf173"	-4.21777555677461	2.41188937468662	-105.590583634262	2.45866051395671e-17	1.83570094170609e-15
"991"	"ATCAY"	-5.53621238384849	4.00626124099019	-105.7247750297	2.46543968576191e-17	1.83570094170609e-15
"12997"	"SCD5"	-4.94119234091081	6.12158403202969	-105.638140820144	2.46569016159713e-17	1.83570094170609e-15
"11774"	"PRSS21"	5.56303279060933	3.53306710236784	105.670556905368	2.47959491317815e-17	1.83802668151193e-15
"8798"	"LYZ"	6.08857736064434	5.63478512860423	105.608000817814	2.51709241655256e-17	1.8577449614634e-15
"15523"	"TTBK1"	-4.28988304522318	2.54157347984054	-105.303028092099	2.53053186317834e-17	1.85961369548826e-15
"15410"	"TRIM9"	-4.39114056990305	4.50091654112272	-105.151877156002	2.5707400146415e-17	1.88105349826708e-15
"1218"	"BARHL2"	-4.66347721014174	2.66000666554445	-105.069359729896	2.59882515776122e-17	1.89347735532782e-15
